Title,SellerSKU,ASIN,,In Stock Level,List Price,CPU,In Stock Value,Supplier,Date Purchased,Notes,,,,
Fungus Amungus Mega Pack - 10 Pack Collection - Batch 1 (Color/Styles May Vary),TRU12072016/12.81,B01KLIEU1A,,0,18.5,12.81,0,Toys R Us,12/7/16,,,,,
Funko Pop! DC Super Heroes Golden Midas Batman Exclusive #163,TG12052016/9.13,B01MXOTI10,,0,24.99,9.13,0,Target,12/5/16,,,,,
Funko Pop! DC Super Heroes Professor Radium Batman Glow In The Dark Exclusive #162,TG12052016//9.13,B01N44HE33,,0,18.25,9.13,0,Target,12/5/16,,,,,
Funko POP! Star Wars General Grievous Vinyl Collectible #129 Exclusive,WG11012016/9.29,B01M8FMDLF,,0,25,9.29,0,Walgreens,11/1/16,,,,,
"Futuro Anti-Embolism Stockings Thigh Length, Moderate Compression, Closed Toe, White, Medium Regular",FBA0607/13.35,B0057D84OE,,0,27.98,13.35,0,Walgreens,6/7/16,,,,,
G.I. Joe Retaliation Battle-Kata Roadblock Action Figure,RA11112016/3.24,B007YBJ7QG,,0,24.99,3.24,0,Rite Aid,11/11/16,,,,,
"G.I. Joe Retaliation Budo Samurai Warrior 3.75"" Action Figure",FBA072516/3.73,B00BDMN29A,,0,16.75,3.73,0,Rite Aid,7/25/16,,,,,
"G.I. Joe Retaliation Ultimate Storm Shadow 3.75"" Action Figure",FBA07252916/3.73,B00BDMN196,,0,29,3.73,0,Rite Aid,7/25/16,,,,,
G.I. Joe Rise of Cobra Movie Figure Agent Helix (Covert Operations),FBA08162016_3.36,B002GPAE8U,,0,14.11,3.36,0,Rite Aid,8/16/16,,,,,
"G.I. Joe Rise of Cobra Movie Figure Courtney ""Cover Girl"" Krieger (Special Weapons Officer)",FBA08162016/3.36,B002G4IVFY,,0,13.99,3.36,0,Rite Aid,8/16/16,,,,,
"G.I. Joe, The Rise of Cobra Movie, Elite Viper (Elite Regiment Officer) Action Figure, 3.75 Inches",RA10172016/3.22,B002GNZZ0O,,0,12.25,3.22,0,Rite Aid,10/17/16,,,,,
"Garnier Clean+ Clarifying Cleansing Gel Sensitive Skin, 8 Fluid Ounces (Packaging May Vary)",WG02022017/3.3,B00PFEFAXS,,0,10.49,3.3,0,Rite Aid,2/2/17,,,,,
"Garnier Fructis Style Surfer Hair Power Putty, 3 Ounce",FBA04272016__52,B00BV80SIE,,0,11.86,0.73,0,Walgreen,4/30/16,,,,,
Genie Slim Jegging 2-Pack,FBA07212016/3.5,B016VCXC14,,0,17.65,3.5,0,Rite Aid,7/21/16,,,,,
"Genteal Moderate to Severe Dry Eye Lubricant Gel Drops, 2 Count",FBA07282016/19.21,B01IKJ0M0U,,0,49.85,19.21,0,NPS,7/28/16,,,,,
"Genteal Severe Dry Eye Relief Gel, 0.34 Ounce",NPS01132017/7.54,B01IN5G1EC,,0,18.9,7.54,0,NPS,1/13/17,,,,,
"Ghirardelli ""Gourmet Collection"" Assorted Chocolate Box, 6.0 Oz.",TG11212016/10.14,B00NMX3356,,0,15.97,10.14,0,Target,11/21/16,,,,,
"Ghirardelli Double Chocolate Hot Cocoa Cafe Holiday Gift Set with Frother, Ceramic Serving Pot and Marshmallows.",BL11282016/14.42,B01M6BG7JF,,0,41.75,14.42,0,Big Lots,11/28/16,,,,,
Gingerbread Cottage or House Kit (Crayola),TM11072016_7.17,B00P08H8XE,,0,14.9,7.17,0,Tuesday Morning,11/7/16,,,,,
Gingerbread Cottage or House Kit (Tootsie Roll),tm111120156/7.17,B00P08H8PW,,0,17.53,7.17,0,Rite Aid,11/11/16,,,,,
Girls' DC Super Hero Girls Short Sleeve Tee (Large),FBA07212016//6.92,B01I4PUGII,,0,20.95,6.92,0,Target,7/20/16,,,,,
Girls' DC Super Hero Girls Short Sleeve Tee (Small),FBA07202016//6.92,B01I4PUGO2,,0,22,6.92,0,Target,7/20/16,,,,,
Girls' Elena of Avalor Short Sleeve Tee - Yellow (Large),FBA072116--6.92,B01I4QNX1O,,0,20.24,6.92,0,Target,7/21/16,,,,,
Girls' Elena of Avalor Short Sleeve Tee - Yellow (Medium),FBA07212016--6.92,B01I4QNXA0,,0,20.19,6.92,0,Target,7/21/16,,,,,
Girls' Shopkins Short Sleeve Tee - Black (Small),FBA072016--6.92,B01I4OK8KK,,0,18.99,6.92,0,Target,7/21/16,,,,,
Girls' The Secret Life of Pets Short Sleeve Tee - Green (Small),FBA07212016/-6.92,B01I5X588C,,0,12.95,6.92,0,Target,7/21/16,,,,,
Glam Girl Shoes & Tiara Set 4 Pairs of Shoes & 2 Tiaras With Storage Case,WG01052017/7.04,B00NY3G3A6,,0,21.49,7.04,0,Walgreens,1/5/17,,,,,
Glam Girl Shoes & Tiara Set 4 Pairs of Shoes & 2 Tiaras With Storage Case,WG11112016/8.01,B00NY3G3A6,,0,23.95,8.01,0,Walgreen,11/11/16,,,,,
Glam Girl Shoes & Tiara Set 4 Pairs of Shoes & 2 Tiaras With Storage Case,FBA020516,B00NY3G3A6,,0,26.39,6.4,0,Walgreen,1/29/16,,,,,
"GO! with Microsoft Excel 2013 Brief [Spiral-bound] [May 24, 2013] Gaskin, Shelley and Vargas, Alicia",FBA08032016/9.01,133414426,,0,28.99,9.01,0,Amazon,8/3/16,,,,,
"GO! with Microsoft Excel 2013 Brief [Spiral-bound] [May 24, 2013] Gaskin, Shelley and Vargas, Alicia",FBA07142016_0,133414426,,0,12.99,0,0,Amazon,7/14/16,,,,,
Goodnight Moon Plush Playmat,FBA08242016/12.81,B008S0BDY6,,0,35,12.81,0,Tuesday Morning,8/24/16,,,,,
"Got2B Spiked-Up Max-Control Styling Gel, 2.5 Ounce (Pack of 3)",FBA07072016/1.19,B008UYDJA6,,0,7.7,1.19,0,Rite Aid,7/7/16,,,,,
Gourmet Nut POWER UP 100% All Natural Health Mix Mega Omega Trail Mix 14oz,TJ09152016/5.12,B00MK8M3XM,,0,14.35,5.12,0,TJ Maxx,9/15/16,,,,,
"Grandma's Secret Wrinkle Remover, 8-Ounce",FBA04272016__17,B00A2H51G4,,0,14.98,4.8,0,Hancock Fabric,4/25/16,,,,,
"Grandma's Secret Wrinkle Remover, 8-Ounce",FBA05172016/4.48,B00A2H51G4,,0,19.99,4.48,0,Hancock Fabric,5/17/16,,,,,
"green sprouts Safari Friends Backpack, Pink Elephant (Discontinued by Manufacturer)",TM09152016_5.7,B00GD0Y74G,,0,19.95,5.7,0,Tuesday Morning,9/15/16,,,,,
"GreenLife Ceramic Non-Stick Cookie Sheet, Turquoise",TM04072017/6.66,B00O49Y6G2,,0,49.99,6.66,0,Tuesday Morning,4/7/17,,,,,
"GreenPan Healthy Ceramic Nonstick Cake Pan BW000044-002 , 9"" x 13""",TM03022017//8.54,B01JT74CYO,,0,34.99,8.54,0,Tuesday Morning,3/2/17,,,,,
"GreenPan Healthy Ceramic Nonstick Pans BW000050-002 , Set of 6",TM04062017/50,B01JT75KCC,,0,176.98,50,0,Tuesday Morning,4/6/17,,,,,
GreenPan Healthy Ceramic Nonstick Quarter Sheet Pan BW000045-002,TM03022017/7.68,B01JT73X62,,0,29.99,7.68,0,Tuesday Morning,3/2/17,,,,,
"GreenPan Healthy Ceramic Nonstick Skillet Set CW001120-002 , 8"" and 10""",TM03022017/34.18,B00UVMU6UG,,0,89.99,34.18,0,Tuesday Morning,3/2/17,,,,,
Guitar Hero on Tour Decades Bundle - Nintendo DS [Nintendo DS],FBA020516__6,B001E22VT6,,0,19.99,5.33,0,Rite Aid,1/29/16,,,,,
Gund Busy Beavers: Billy Beaver Stuffed Animal Plush,TM09152016/3.79,B015329HPS,,0,14,3.79,0,Tuesday Morning,9/15/16,,,,,
Gund Newsy Black Bear 14 IN,FBA6/11/4.27,B00BCXULIU,,0,31.99,4.27,0,Tuesday Morning,6/11/16,,,,,
"Gund Superman Snuffles 9""",TM09152016_6.65,B010MLOLE2,,0,21.88,6.65,0,Tuesday Morning,9/15/16,,,,,
Gyration Wireless Air Mouse GO Plus with Full Sized Wireless Keyboard GYM1100FKNA,FBA06202016/59.95,B001LDKO74,,0,134.99,59.95,0,Tuesday Morning,6/20/16,,,,,
"HairSil Accelerator Treatment, 4 oz",FBA05142016__3,B005DYIZHS,,0,15.37,5.33,0,Walgreen,5/13/16,,,,,
Hamilton Beach Electric Carving Knife with Case (74275),FBA07282016/8.01,B00065XWO0,,0,21.24,8.01,0,NPS,7/28/16,,,,,
"Hamilton Beach SMALL APPLIANCES 1030389 Single Cup Hospitality Coffeemaker with 3-Minute Brew Time, Black",NPS11212016/7.47,B0010XECWI,,0,32.99,7.47,0,NPS,11/21/16,,,,,
"Hammered Moscow Mule Premium Barware Gift Set â€“ Two 16 ounce Pure Copper Mugs, Straws & Shot Glass Included â€“ Luxury In-Home Bar Accessories w/ Recipe eBook Bonus",NPS01132017//16.02,B01HYNLT0U,,0,99,0,0,,,,,,,
"Hammered Moscow Mule Premium Barware Gift Set â€“ Two 16 ounce Pure Copper Mugs, Straws & Shot Glass Included â€“ Luxury In-Home Bar Accessories w/ Recipe eBook Bonus",NPS01132017/16.02,B01HYNLT0U,,0,99.99,16.02,0,NPS,1/13/17,,,,,
"Hammered Moscow Mule Premium Barware Gift Set â€“ Two 16 ounce Pure Copper Mugs, Straws & Shot Glass Included â€“ Luxury In-Home Bar Accessories w/ Recipe eBook Bonus",NPS01132017_16.02,B01HYNLT0U,,0,49.99,16.03,0,NPS,1/13/17,,,,,
Handstand Kitchen Bake Shoppe 17-piece Cupcake Baking Set for Kids,TM11112016/7.26,B00P7I6GC6,,0,49.99,7.26,0,Tuesday Morning,11/11/16,,,,,
Handstand Kitchen Bake Shoppe 17-piece Cupcake Baking Set for Kids,FBA08162016/12.45,B00P7I6GC6,,0,28.99,12.45,0,Tuesday Morning,8/16/16,,,,,
Handstand Kitchen Bake Shoppe 25-piece Deluxe Baking Set for Kids,FBA08162016/16.61,B00P7I6APO,,0,39.89,16.61,0,Tuesday Morning,8/16/16,,,,,
"Hanes Toddler Girls Non-Skid Ankle Socks, 6 pack, 12-24 mo-colors may vary",FBA02152016__12,B003VVUWYO,,0,18.99,2.64,0,Rite Aid,1/29/16,,,,,
Hans Freitag Desiree Wafers 14 Oz (Pack of 2),BL09202016/4.68,B00XYU620U,,0,13.84,4.68,0,Big Lots,9/20/16,,,,,
Harley Quinn Makeup Beauty Book,WG11022016_6.41,B01LYAEH0N,,0,24.95,6.41,0,Walgreens,11/2/16,,,,,
Harley-Davidson Bath Book and Squirty Set,FBA06/11/3.19,B00OD0UPEY,,0,12.99,3.19,0,Tuesday Morning,6/11/16,,,,,
Harry & David Moose Munch Gourmet Popcorn 30 oz Holiday Drum,TM11072016/13.45,B017PMLUNQ,,0,55,13.45,0,Tuesday Morning,11/7/16,,,,,
Hartz First Defense for Dogs Up to 22 lbs by HARTZ,FBA04272016__27,B00BSQ6GZ8,,0,22.95,4.7,0,Big Lots,4/26/16,,,,,
Hartz First Defense for Dogs Up to 22 lbs by HARTZ,FBA04272016__38,B00BSQ6GZ8,,0,16.36,4.4,0,Big Lots,4/26/16,,,,,
Hartz Mountain 02265 UltraGuard Plus Flea And Tick Carpet Powder,FBA04272016__65,B000HHQBPY,,0,9.25,0.96,0,Walgreen,4/30/16,,,,,
Hatchimals Toy Saucer Bed Nest Chair (White),WM11162016__10.65,B01N3S9CYX,,0,18.9,10.65,0,Walmart,11/16/16,,,,,
Head & Shoulders Dandruff Shampoo - 13.5 oz - 2 pk,FBA07302016/7.48,B010E2860O,,0,29.9,7.48,0,Rite Aid,7/30/16,,,,,
"Head & Shoulders Moisture Care Dandruff Shampoo, 22.5 FL OZ",BL04082017/4.7,B00OP270OI,,0,17.34,4.7,0,Big Lots,4/8/17,,,,,
Head and Shoulders Classic Clean 2-in-1 Dandruff Shampoo and Conditioner 33.8 Fl Oz,FBA_2487,B000GCUTKI,,0,29.95,7.82,0,Big Lots,4/8/17,,,,,
Head and Shoulders Dry Scalp Treatment Dandruff Moisturizer 7.6 oz,FBA04212016__2,B00FIZGN2Q,,0,11,2.14,0,Big Lots,4/18/16,,,,,
Head and Shoulders Extra Strength Dandruff Shampoo 13.5 Fl Oz,FBA04272016__16,B00AFCP02Q,,0,12.47,3.74,0,Big Lots,4/25/16,,,,,
HeadBlade ATX All Terrain Head Razor,RA01262017/3.28,B009S7D2A6,,0,14.99,3.28,0,Rite Aid,1/26/17,,,,,
HeadBlade HB4 FourBlade Shaving Cartridges (4 Blades),FBA08162016/2.89,B009S7GP3W,,0,16.99,2.89,0,Rite Aid,8/16/16,,,,,
Healthy Natural Systems - InflaMin Joint Comfort Delicious Strawberry - 30 Tablets,WG02022017//7.12,B01E62DGMG,,0,29.95,7.12,0,Walgreens,2/2/17,,,,,
Heartstone by Demdaco - American Flag Photo Frame - 77705,FBA06222016/3.19,B000K808GS,,0,19.99,3.19,0,Seagull Book,6/22/16,,,,,
Hedstrom Batman Hopper,TM01052017---4.53,B01CQLDX4K,,0,25,4.53,0,Tuesday Morning,1/5/17,,,,,
Hedstrom Doc McStuffins Hopper,TM01052017//4.53,B014V91XLU,,0,17.84,4.53,0,Tuesday Morning,1/5/17,,,,,
Hedstrom Doc McStuffins Hopper,TM03022017-4.27,B014V91XLU,,0,16.88,4.27,0,Tuesday Morning,3/2/17,,,,,
Hedstrom Jake and The Neverland Pirates Hopper,RA03312017/9.02,B00B662OOW,,0,27.99,9.02,0,Rite Aid,3/31/17,,,,,
Hello Kitty Baby Soft Blocks (Discontinued by Manufacturer),FBA03282016__10,B00ALOT344,,0,18.99,5.97,0,Tuesday Morning,3/29/16,,,,,
Hello Kitty Pop Large Doll,TM09152016/7.6,B00EENTZSW,,0,39.99,7.6,0,Tuesday Morning,9/15/16,,,,,
Helly Hansen Women's Aden Rain Pant,FBA08092016/12.71,B004ZPR6JY,,0,29.99,12.71,0,Amazon,8/9/16,,,,,
"Helly Hansen Women's Oslofjord Canvas Lifestyle Shoe,White,9.5 M US",FBA06132016/14.72,B00GX60KQE,,0,25.37,14.72,0,Amazon,3/13/16,,,,,
"Henderson's Dictionary of Biology [Paperback] [Jul 30, 2011] Lawrence, Eleanor",FBA06042016__361,1408234300,,0,23.8,5.31,0,Amazon,7/13/16,,,,,
Henry Desk Vacuum,FBA03282016__6,B001GNTLGY,,0,24.99,7.47,0,NPS,3/28/16,,,,,
Herbal Essences Color Me Happy Conditioner for Color Treated Hair - 23.7 oz,NPS02162017/4.25,B00MEDQSOI,,0,15.99,4.25,0,NPS,2/16/17,,,,,
Herbal Essences Happy Go Lather Body Wash 15.8 Fl Oz,BL02272017/1.95,B00DDMIOO6,,0,13.99,1.95,0,Big Lots,2/27/17,,,,,
Herbal Essences Naked Moisture Shampoo 23.7 Fl Oz,BL01212017//3.46,B00F4TQ45W,,0,19.99,3.46,0,Big Lots,1/21/17,,,,,
Herbal Essences Naked Moisture Shampoo 23.7 Fl Oz,BL02232017/4,B00F4TQ45W,,0,34.99,4,0,Big Lots,2/22/17,,,,,
"Herbal Essences Naked Moisture Shampoo, 16.9 Fl Oz",BLl01212017/2.31,B00F4TQ6ZU,,0,13.99,2.31,0,Big Lots,1/21/17,,,,,
"HERSHEY'S POT OF GOLD Pecan Caramel Clusters, 8.7 Ounce (Pack of 2)",RA/3142017/9.38,B004N5J5F4,,0,29.99,9.38,0,Rite Aid,3/14/17,,,,,
HEXBUG Aquabot Coral Cove Toy,TG10312016/10.13,B00TV0S4EE,,0,29.49,10.13,0,Target,10/31/16,,,,,
"HEXBUG Aquabot Wahoo Robotic Fish, Random Colors",Targ10252016/4.05,B01BX4F7AO,,0,16.75,4.05,0,Target,11/22/16,,,,,
"HEXBUG Aquabot Wahoo Robotic Fish, Random Colors",Targ10252016/5.07,B01BX4F7AO,,0,14.79,5.07,0,Target,10/25/16,,,,,
HEXBUG Battlebots Arena (IR) Playset,TG11212016/60.89,B01BX4FL50,,0,123.99,60.89,0,Target,11/21/16,,,,,
HEXBUG VEX Zip Flyer by Toy,Targ11152016/10.14,B01BX4F6X2,,0,19.8,10.14,0,Target,11/15/16,,,,,
HEXBUG Warriors Battle Arena (Styles and Colors May Vary),TM02092017/5.44,B008V9K0AM,,0,17.95,5.44,0,Tuesday Morning,2/9/17,,,,,
HEXBUG Warriors Battle Stadium (Styles and Colors May Vary),FBATM09012016/11.28,B008V9K0MK,,0,29,11.28,0,Tuesday Morning,9/1/16,,,,,
Hidden Expedition Puzzle - Everest - 1000-Piece by Ceaco,TM09082016/4.26,B004WI7D4C,,0,14.95,4.26,0,Tuesday Morning,9/8/16,,,,,
"Hide Away Pets Paw Patrol Chase, 14""",FBA02202016__9,B00ZGKU3Z6,,0,28.99,1.99,0,Walgreen,2/8/16,,,,,
Hollywood Fashion Secrets Emergency Kit,FBA04272016__81,B0068M9THE,,0,12.47,5.55,0,Walgreen,4/27/16,,,,,
Home Accents 5 Ft LED Turkey Airblown Inflatable Thanksgiving Holiday,HD11042016/16.02,B01LWYQQ0V,,0,67.99,16.02,0,Home Depot,11/4/16,,,,,
"Home Essentials Social Margarita Coupe Glass 9 Oz, Set of 4",TM02252017/4.25,B00ADYSTF6,,0,25.98,4.25,0,Tuesday Morning,2/25/17,,,,,
"Hooray for Summer! [Hardcover] [Apr 01, 2010] Iwamura, Kazuo",FBA03052016__15,735822859,,0,14.99,5.33,0,Seagull Book,3/7/16,,,,,
Horizon Fuel Cell Technologies Fuel Cell Car Science Kit,FBA06042016__3,B000Z9C8O2,,0,63.99,32.04,0,NPS,6/3/16,,,,,
"Hot Legs Total Body Wax Strips, 16 Strips",FBA08132016/3.55,B00ILORJR4,,0,13.95,3.55,0,Walgreens,8/13/16,,,,,
"Hot Wheels Monster Jam Monster Mutt Dalmatian Die-Cast Vehicle, 1:24 Scale",Targ10242016/8.27,B00FJ7MC2I,,0,22.98,8.27,0,Target,10/24/16,,,,,
"Hydroxycut Lean Protein Bars, Chocolate Fudge, 10 Count 1.7 Oz Bars-2 Box Pack (10)",FBA08032016/8.55,B015ILI9FS,,0,25.99,8.55,0,Big Lots,8/3/16,,,,,
I Love Lucy Trivia Game,TM09082016/8.55,B00004T3J5,,0,27.17,8.55,0,Tuesday Morning,9/8/16,,,,,
Ideal Frontier Logs 220 Piece Classic Wood Construction Set,TM12052016/17.3,B00000IUYN,,0,89.97,17.3,0,Tuesday Morning,12/5/16,,,,,
Ideal Gassy Gus,TM09152016/11.4,B00RQLGXUM,,0,31.49,11.4,0,Tuesday Morning,9/15/16,,,,,
Ideal Horse Race Game,TM12052016/8.65,B000GKCYK8,,0,44,8.65,0,Tuesday Morning,12/5/16,,,,,
"Ideavillage Women's Miss Belt Instant Shaper (As Seen On TV), Black, Large/X-Large",FBA07012016/5.33,B011J1FZ4O,,0,14.95,5.33,0,Rite Aid,7/1/16,,,,,
"Ideavillage Women's Miss Belt Instant Shaper (As Seen On TV), Black, Large/X-Large",FBA07252016/4.8,B011J1FZ4O,,0,18.85,4.8,0,Rite Aid,7/25/16,,,,,
"Ideavillage Women's Miss Belt Instant Shaper (As Seen On TV), Nude, Small/Medium",RA02272017//4.69,B011EUGN7I,,0,15.2,4.69,0,Rite Aid,2/27/17,,,,,
IDO3D Pen and Ink Up to 25 Projects Print System - 5 pens,FBA04052016__30,B00XHI91N4,,0,31.75,12.82,0,Gorman's,4/6/16,,,,,
indeed Pepta-Bright Even Skin Tone Enhancer,FBA05142016__1,B00TBKSV38,,0,14,3.21,0,Walgreen,5/10/16,,,,,
Industrial Electricity,FBA06042016__365,143548374X,,0,18.5,3.7,0,Amazon,7/13/16,,,,,
Infusium 23 Miracle Therapy - Leave-In Treatment With Moringa Oil - Net Wt. 8 FL OZ (236 mL) Each - Pack of 2,BL02032017/4.6,B00XVMKF2W,,0,28.95,4.6,0,Big Lots,2/3/17,,,,,
Infusium 23 Miracle Therapy - Leave-In Treatment With Moringa Oil - Net Wt. 8 FL OZ (236 mL) Each - Pack of 2,NPS03092017/8.53,B00XVMKF2W,,0,29.49,8.53,0,NPS,3/9/17,,,,,
Infusium 23 Moisture Replenisher Leave-In Treatment Step 3 16 oz (Pack of 3),BL04112017/7.06,B00G4EGQH2,,0,39.99,7.06,0,Big Lots,4/11/17,,,,,
"Infusium 23 Repair & Renew Leave In Treatment, 33.8 oz",NPS02032017/4.69,B0044B7V0I,,0,28.95,4.69,0,NPS,2/3/17,,,,,
"Infusium 23 Repair & Renew Leave In Treatment, Step 3, 16 oz",BL02272017/2.3,B003VUAOOI,,0,18.95,2.3,0,Big Lots,2/27/17,,,,,
Infusium 23 Repair & Renew Shampoo - 16 oz,BL02252017/2.62,B0044B4GJC,,0,18.99,2.62,0,Big Lots,2/25/17,,,,,
"Infusium 23 Repair + Renew Leave-In Treatment Step 3, 16 oz ( Pack of 3)",RA01302017/5.61,B00G4EKA4M,,0,29.99,5.61,0,Rite Aid,1/30/17,,,,,
"Infusium 23 Repair + Renew Leave-In Treatment Step 3, 16 oz ( Pack of 3)",BL02162017/8.61,B00G4EKA4M,,0,34.99,8.61,0,Big Lots,2/16/17,,,,,
"Infusium 23 Shampoo Moisture Replenisher, 16 fl oz",RA01302017/1.87,B003WJDIQO,,0,12.45,1.87,0,Rite Aid,1/30/17,,,,,
"Infusium 23 Shampoo Moisture Replenisher, 16 fl oz",FBA04272016__58,B003WJDIQO,,0,10.46,0.8,0,Walgreen,4/30/16,,,,,
IntelliVision AtGames Flashback Classic Game Console [Electronic Game],FBA06142016/13.35,B00K2BOG66,,0,36.78,13.35,0,Walgreen,6/14/16,,,,,
"International Entrepreneurship: Starting, Developing, and Managing a Global Venture [Jan 24, 2012] Hisrich, Robert D. (Dale)",FBA07142016/8.75,1452217394,,0,24.75,8.75,0,Amazon,7/14/16,,,,,
"Introductory Statistics: A Problem-Solving Approach: w/Student CD [Jan 01, 2010] Kokoska, Stephen",FBA06132016/11.99,142923976X,,0,31.99,11.99,0,Amazon,6/13/16,,,,,
"Is That You, Wolf?: BEWARE! Not a Bedtime Story",FBASG08302016/3.19,764165607,,0,12.5,3.19,0,Seagull Book,8/30/16,,,,,
It 12-In-One Amazing Leave-In Treatment 5.1 oz,RA01262017/2.11,B00RES5MYA,,0,12.99,2.11,0,Rite Aid,1/26/17,,,,,
"Ivarest 8 Hour Maximum Strength Anti - Itch Cream - 2 Oz/ pack, 2 pack",FBA08162016/3.58,B000UBURQQ,,0,15.99,3.58,0,Rite Aid,8/16/16,,,,,
"Ivarest 8 Hour Maximum Strength Anti - Itch Cream - 2 Oz/ pack, 2 pack",RA09082016/2.71,B000UBURQQ,,0,15.99,2.71,0,Rite Aid,9/8/16,,,,,
"Jergens Natural Glow Healthy Complexion Daily Facial Moisturizer for Medium to Tan SPF, 2 Ounce - 2 Pack",FBA04272016__91,B00LT29HAC,,0,23.99,2.54,0,Walgreen,4/30/16,,,,,
"Jergens Soothing Aloe, 21 Ounce",FBA04272016__59,B007676J1O,,0,11.99,0.75,0,Walgreen,4/30/16,,,,,
Jergens Wet Skin Moisturizer Green Tea Oil 10oz (2 Pack),WG04272016/1.71,B0186DN6SK,,0,21.99,1.71,0,Walgreens,4/27/16,,,,,
"John Frieda Brilliant Brunette Visibly Brighter Subtle Lightening Conditioner, 8.3 Fl Oz (Pack of 2)",WG02022017/5.12,B01A2L67O4,,0,17.99,5.12,0,Walgreens,2/2/17,,,,,
"John Frieda Sheer Blonde Go Blonder in Shower Treatment, 1.15 fl oz (Pack of 2)",WG01192017/3.51,B019VI6YZ6,,0,24.99,3.51,0,Walgreens,1/19/17,,,,,
"John Powell 1000 Piece Puzzle ""Window Nook""",TM04062017/4.27,B00MY8DB16,,0,17.44,4.27,0,Tuesday Morning,4/6/17,,,,,
Johnson's Baby Natural Head-to-Toe Wash - 9 oz,FBA08052016/1.63,B00431NUTK,,0,9.69,1.63,0,Rite Aid,8/5/16,,,,,
"Johnson's Baby Vanilla Oatmeal Soothing Lotion, 15 oz.",FBA08082016/1.18,B0019M0V7U,,0,9.95,1.18,0,Rite Aid,8/5/16,,,,,
"Johnsonâ€™s Baby Vanilla Oatmeal Hair And Body Wash, 15 fl. oz.",FBA08052016/1.18,B005IHL716,,0,10.99,1.18,0,Rite Aid,8/5/16,,,,,
Johnsons Foot Soap Powder 4 Ounce (4 Count) (118ml) (6 Pack),NPS09062016/6.41,B00GS6OLXW,,0,19.99,6.41,0,NPS,9/6/16,,,,,
"Jonah and the Whale (My Bible Stories) [Mar 04, 2014] Morton, Sasha and Belli, Alfredo",FBA03192016__3,1848988281,,0,14.9,2.13,0,Seagull Book,3/16/16,,,,,
Jurassic World Brawlasaurs Carnotaurus vs. Ostafrikasaurus Figure Pack,TM01052017//5.08,B00PS1EFCA,,0,24,5.08,0,Tuesday Morning,1/5/17,,,,,
Jurassic World Hybrid FX Tyrannosaurus Rex,FBA05232016__15,B014UKL4D2,,0,36.49,15.7,0,Kholes,5/17/16,,,,,
Just My Style My Very Own Jewelry Studio,FBA020516__1,B015RW315G,,0,10.32,4.48,0,Walgreen,1/29/16,,,,,
"Just Play Care Bears Tenderheart Bear Plush, 13â€ù Plush Bear",FBA08082016/7.2,B016AORNUE,,0,36.85,7.2,0,Walgreens,8/8/16,,,,,
Just Play Doc McStuffins Hospital Big Book of Boo Boos Playset,TG11212016/8.11,B01CQJ11KU,,0,16.75,8.11,0,Target,11/21/16,,,,,
Just Play Jungle In My Pocket Playset (15 Pieces),TRU12052016/21.36,B01JH0BNC2,,0,45,21.36,0,Toys R Us,12/5/16,,,,,
Just Play Trolls Poppy Wig,TG11192016//7.11,B01JS6N7TM,,0,22,7.11,0,Target,11/19/16,,,,,
"Kamik Women's Kathy Rain Boot,Black,8 M US",FBA07202016/18.31,B00EAIZANK,,0,44.95,18.31,0,Amazon,7/20/16,,,,,
"Kamik Women's Kathy Rain Boot,Coral,9 M US",FBA07212016/10.32,B00EAIYDMY,,0,22.29,10.92,0,Amazon,7/21/16,,,,,
"Kamik Women's Sharon Rain Boot, Red, 9 M US",FBA07202016/14.5,B00M07BV8G,,0,39.97,14.5,0,Amazon,7/20/16,,,,,
"Keds Graham Classic Lace-Up Sneaker (Toddler),Navy,10 M US Toddler",FBA0602/11.9,B0029DNMVU,,0,29.95,11.9,0,Amazon,6/2/16,,,,,
"Keds Graham Classic Lace-Up Sneaker (Toddler),Navy,9.5 M US Toddler",FBA06022016/11.9,B0029DNMVA,,0,30,11.9,0,Amazon,6/2/16,,,,,
"Keds Graham Classic Lace-Up Sneaker (Toddler),Red,7.5 M US Toddler",FBA07052016/8.9,B0029DNN14,,0,30,8.9,0,Amazon,6/23/16,,,,,
"KEEN Utility Men's PTC Oxford Work Shoe,Black,11.5 M US",FBA07242016/29.98,B003Z4KSAA,,0,69.94,29.98,0,Amazon,7/24/16,,,,,
"Kellogg's Printed Fun Pop Tarts, Frosted Sugar Cookie - Limited Edition 16 Count Toaster Pastries, 28.2 oz Box",WM11162016/3.93,B0061PUDAU,,0,14.31,3.93,0,Walmart,11/16/16,,,,,
"Kellogg's, Special K, Pastry Crisps, Berry Streusel, 4.4oz Box (Pack of 4)",FBABL08302106/7.26,B00AVZUTHI,,0,22.38,7.26,0,Big Lots,8/30/16,,,,,
Keratin Complex Infusion Keratin Replenisher 1.7 Ounce,WG01132017/6.57,B003XOY70Y,,0,17.41,6.57,0,Walgreens,1/13/17,,,,,
"Keurig K10 Mini Plus Brewing System, Orchid",FBA02212016__2,B00RD838ME,,0,108.99,53.41,0,Tuesday Morning,2/19/16,,,,,
Kid Connection My First Music Player,GM04122017/6.05,B0019RVJVW,,0,29.99,6.05,0,Gordmans,4/12/17,,,,,
Kid Galaxy Robot Circuit,TM04072017/10.25,B004I8V720,,0,37.99,10.25,0,Tuesday Morning,4/7/17,,,,,
